Geometry X Y;Geometry;INSEE;lv1962;lv1968;lv1975;lv1982;lv1990;lv1999;lv2006;Lv2007;Lv2008;Lv2009
49.0945549251, 2.43748353501;"{""type"": ""Polygon"", ""coordinates"": [[[2.449811226020722, 49.100841902823625], [2.449154757190601, 49.09521308955401], [2.434390091338131, 49.08695323200989], [2.422820625364845, 49.08694447427901], [2.425732379334004, 49.09202316116507], [2.44112051111031, 49.10365583894717], [2.449811226020722, 49.100841902823625]]]}";95331;0.0;3.0;11.0;5.0;3.0;2.0;3.71;2.482927;2.74;3.0
49.0838156643, 2.19241435687;"{""type"": ""Polygon"", ""coordinates"": [[[2.208303230330641, 49.090960305416054], [2.206451566113651, 49.086956453218896], [2.193428186197313, 49.07368562810309], [2.186583460098116, 49.0784340252643], [2.182317860670466, 49.07668376840553], [2.173464476427184, 49.08812825191721], [2.183521880158302, 49.08571409125121], [2.195165014991346, 49.08857075884968], [2.194618797646658, 49.09282364433136], [2.208303230330641, 49.090960305416054]]]}";95120;11.0;12.0;21.0;40.0;13.0;19.0;32.0;32.122294;32.29;27.241033
49.0681601013, 2.06297896467;"{""type"": ""Polygon"", ""coordinates"": [[[2.084171530239353, 49.08419839285222], [2.084335958249602, 49.08417177688848], [2.09114471191884, 49.07226214692068], [2.093733231406975, 49.0689482487722], [2.076699236521049, 49.05498211035335], [2.075909735114059, 49.04900910088455], [2.074428451075801, 49.047450245765546], [2.072129116785138, 49.04730978303078], [2.070014894731509, 49.04868077709049], [2.066719593674447, 49.0508493133324], [2.064332025065608, 49.052111645104674], [2.055975327458373, 49.05458767322629], [2.048946872320323, 49.05557967460315], [2.033211367769898, 49.05557658299583], [2.03154117382726, 49.0557160308572], [2.029348246521991, 49.05592598790214], [2.027976782068801, 49.05680360398798], [2.029897115675577, 49.05766980866304], [2.030669084084836, 49.05872559506206], [2.033838176083894, 49.058240114805415], [2.03467302601381, 49.06270275380301], [2.045323863519279, 49.082964138570546], [2.063335135920641, 49.08645274607746], [2.072960643614268, 49.078687547199586], [2.078567212201206, 49.08510317163823], [2.084171530239353, 49.08419839285222]]]}";95476;18.0;2.0;83.0;215.0;170.0;290.0;120.36;143.777528;153.79;192.68466
49.0729648122, 1.99645269804;"{""type"": ""Polygon"", ""coordinates"": [[[2.015924130339721, 49.077543905588], [2.016632738726675, 49.07416541393251], [2.013059328366147, 49.069748211199915], [2.010503581429709, 49.06560677018381], [2.003741717065411, 49.065197985321745], [1.999114744871452, 49.06737869841043], [1.99502131199115, 49.06358956900888], [1.978668646980748, 49.06908819723237], [1.975270765662664, 49.07332214766561], [1.994813132861847, 49.08382281638038], [2.005438254849616, 49.07754105922817], [2.015924130339721, 49.077543905588]]]}";95181;8.0;2.0;8.0;8.0;5.0;9.0;4.96;5.042374;9.1;9.548023
49.0429243792, 2.93078500481;"{""type"": ""Polygon"", ""coordinates"": [[[2.953031964330715, 49.061345743954796], [2.951716842800491, 49.04249437760198], [2.941646309927605, 49.033339061515306], [2.946859315351787, 49.0268364434934], [2.941323702158789, 49.02034580967072], [2.916310759627656, 49.02350565423403], [2.914567280861129, 49.018226556919295], [2.900555724611507, 49.02331443213468], [2.897915773972676, 49.024451518231906], [2.904347202398923, 49.02960881697345], [2.903085289166226, 49.040055940351564], [2.907070006300788, 49.045171200913174], [2.917117814132328, 49.043385142956836], [2.919554651769144, 49.0516823353368], [2.923891997726193, 49.05630960726271], [2.933347813956572, 49.05749286440104], [2.941358216151362, 49.07139012732401], [2.942454239832953, 49.07799509865754], [2.953299211594093, 49.07938406958273], [2.957080623712213, 49.077574359372875], [2.945975002505122, 49.06504360339528], [2.953031964330715, 49.061345743954796]]]}";77173;13.0;22.0;20.0;27.0;21.0;25.0;22.28;22.275863;20.09;19.047272
49.0617065869, 1.92609424621;"{""type"": ""Polygon"", ""coordinates"": [[[1.960036237370363, 49.07149248367097], [1.9399272338429, 49.05467088709117], [1.944377327601689, 49.050819285698445], [1.937570437686655, 49.048295742964214], [1.916701892990891, 49.05208804430977], [1.914211025535747, 49.04575688082853], [1.908444964962039, 49.04810059231382], [1.897530421895305, 49.06164752117454], [1.899248571485721, 49.06544010765481], [1.904354773038672, 49.074686195925935], [1.923387358211354, 49.06745421975984], [1.936627450112456, 49.06849044102004], [1.953070961893603, 49.078339909447166], [1.960036237370363, 49.07149248367097]]]}";95348;2.0;5.0;15.0;9.0;12.0;6.0;7.0;7.034146;7.14;8.148329
49.0636189481, 2.01643099571;"{""type"": ""Polygon"", ""coordinates"": [[[2.03467302601381, 49.06270275380301], [2.033838176083894, 49.058240114805415], [2.030669084084836, 49.05872559506206], [2.029897115675577, 49.05766980866304], [2.027976782068801, 49.05680360398798], [2.019671070727227, 49.054647935162485], [2.015067231861588, 49.05510806797164], [2.011356991404773, 49.05595724914002], [2.008339255385619, 49.05682010074202], [2.000786952219732, 49.05894833633536], [1.994411885983139, 49.06068306305842], [1.99502131199115, 49.06358956900888], [1.999114744871452, 49.06737869841043], [2.003741717065411, 49.065197985321745], [2.010503581429709, 49.06560677018381], [2.013059328366147, 49.069748211199915], [2.016632738726675, 49.07416541393251], [2.015924130339721, 49.077543905588], [2.026956250130452, 49.07406663219682], [2.02388271784464, 49.06643166141734], [2.029221005405335, 49.064358629326506], [2.031213287424299, 49.06731275601213], [2.03467302601381, 49.06270275380301]]]}";95510;4.0;0.0;4.0;15.0;15.0;0.0;1.0;1.0;0.99;0.992701
49.0623042858, 1.81747181538;"{""type"": ""Polygon"", ""coordinates"": [[[1.823630188790542, 49.07634045340693], [1.840385693948108, 49.06949872279775], [1.841517127291823, 49.06448556719145], [1.843629979145911, 49.05983634718937], [1.837159995310369, 49.05820756202478], [1.81518453954291, 49.05551062223171], [1.821571496656604, 49.043974603829156], [1.811990025226095, 49.04061268861128], [1.810885634243465, 49.046713838532675], [1.794187351753155, 49.05865052924687], [1.800118720733613, 49.064398001321656], [1.79676570303204, 49.07192733146229], [1.8110728077504, 49.07290217076862], [1.815224679451309, 49.076383431221316], [1.823630188790542, 49.07634045340693]]]}";78329;5.0;17.0;15.0;11.0;13.0;12.0;13.0;13.071231;13.11;11.116078
49.0388891664, 2.36237755378;"{""type"": ""Polygon"", ""coordinates"": [[[2.38266247043622, 49.04197677123422], [2.373754055266887, 49.037609508367225], [2.36386993181618, 49.021820990096344], [2.354710371210627, 49.026750816573745], [2.340147270983453, 49.03839777419961], [2.349996225927979, 49.040816116386345], [2.351611584538181, 49.045015532647504], [2.36963451857654, 49.05456209344771], [2.379944456485173, 49.0467439840866], [2.377888430321291, 49.04197858002563], [2.38266247043622, 49.04197677123422]]]}";95229;70.0;118.0;100.0;140.0;132.0;167.0;56.89;58.388297;100.52;136.258488
49.022669928, 1.70849069726;"{""type"": ""Polygon"", ""coordinates"": [[[1.735561892474923, 49.048699261224186], [1.729910983478405, 49.01524239864855], [1.708423349589265, 49.00836367123273], [1.670503915992113, 49.008194144376034], [1.67455296566867, 49.019252147822904], [1.682373437561813, 49.01827191644772], [1.698329294233691, 49.03212139264779], [1.705487871599296, 49.027394780328684], [1.710185058425376, 49.02904832840647], [1.717752575531027, 49.0330554268657], [1.723241750461501, 49.044829863690474], [1.732010329759304, 49.05047916032579], [1.735561892474923, 49.048699261224186]]]}";78239;3.0;14.0;35.0;28.0;18.0;25.0;38.0;38.0;38.0;37.895462
49.0298681219, 2.74512838203;"{""type"": ""Polygon"", ""coordinates"": [[[2.760591341800917, 49.04320785544891], [2.777876825862043, 49.04079130061677], [2.769131551927163, 49.035828718132144], [2.771883403209461, 49.02833618956725], [2.762458492497809, 49.02328164297221], [2.762166747812523, 49.01318369015242], [2.754775991460455, 49.01059399268721], [2.728271926088665, 49.01623636720783], [2.721333024693238, 49.00827421777294], [2.712852942961452, 49.00766391578322], [2.730959811926484, 49.02585852271354], [2.730228980257786, 49.03371182638859], [2.721687920167819, 49.0346311618807], [2.718986251880503, 49.047886719612364], [2.728178547773002, 49.049447403110044], [2.728948872724241, 49.0447864559859], [2.749921297825226, 49.046511275447955], [2.760591341800917, 49.04320785544891]]]}";77308;19.0;18.0;16.0;40.0;22.0;13.0;18.12;18.118033;20.89;21.445521
49.0288129902, 2.57205014527;"{""type"": ""Polygon"", ""coordinates"": [[[2.601178655551415, 49.03496389569156], [2.577019895116785, 49.02275084237769], [2.574205082170806, 49.01460921816531], [2.56574437777578, 49.012108430578735], [2.553417565301906, 49.01001006875206], [2.549269135768785, 49.014927897330494], [2.538281584431044, 49.01269951933204], [2.535059565468208, 49.02405404232297], [2.545677948475363, 49.022488443861846], [2.564682341458354, 49.027919895737945], [2.569645677113503, 49.039384745789384], [2.577272744239052, 49.046689156423575], [2.58736016090589, 49.04768937652159], [2.59449921864292, 49.04718234212475], [2.600672714152473, 49.04783377375835], [2.601178655551415, 49.03496389569156]]]}";77282;1.0;5.0;5.0;6.0;2.0;9.0;7.46;7.380435;9.06;10.530434
49.0299033011, 2.32309949677;"{""type"": ""Polygon"", ""coordinates"": [[[2.340147270983453, 49.03839777419961], [2.354710371210627, 49.026750816573745], [2.324066367542244, 49.02030370284539], [2.321963627671928, 49.01054631486603], [2.312747694156651, 49.01465443853802], [2.301502711674395, 49.02429175160216], [2.295661308417008, 49.02725741145464], [2.293661921417008, 49.030485072272185], [2.324402095447732, 49.04456616873788], [2.337124424688322, 49.04580784363216], [2.340147270983453, 49.03839777419961]]]}";95199;54.0;348.0;214.0;258.0;253.0;331.0;194.31;213.378194;244.78;269.987239
49.0261954007, 1.81339482501;"{""type"": ""Polygon"", ""coordinates"": [[[1.831065768797538, 49.035905295290334], [1.831678764121642, 49.020053434820106], [1.83135204317762, 49.01186840579403], [1.820592091878139, 49.01193728510291], [1.798784059331985, 49.0171966533454], [1.790128063247994, 49.019781581045216], [1.785532144362896, 49.03099176778761], [1.801299880459083, 49.0311115836229], [1.811990025226095, 49.04061268861128], [1.821571496656604, 49.043974603829156], [1.831065768797538, 49.035905295290334]]]}";78113;5.0;5.0;1.0;8.0;10.0;17.0;13.93;13.0;13.27;13.639343
49.0190996113, 2.16109972407;"{""type"": ""Polygon"", ""coordinates"": [[[2.168139752969246, 49.031475212641716], [2.1828743835902, 49.025398869565215], [2.176501104076047, 49.018542560992636], [2.174766001987081, 49.01682657593468], [2.173078935994105, 49.014315195255854], [2.197172944396519, 49.00781837042621], [2.193160396895065, 49.00561917214286], [2.182007645631836, 49.00082048405056], [2.156183636260416, 49.01354339228528], [2.155573220229473, 49.004756489212404], [2.128500246119336, 49.02301074216232], [2.155594784839798, 49.036240206900565], [2.168139752969246, 49.031475212641716]]]}";95488;10.0;42.0;90.0;108.0;91.0;131.0;164.68;154.205685;142.6;131.0
49.027662627, 1.97505717676;"{""type"": ""Polygon"", ""coordinates"": [[[1.983882059839273, 49.03470674198621], [1.993001685109937, 49.029248853848756], [1.991507501942601, 49.02386663238998], [1.992087217895521, 49.02112556028512], [1.974090958256905, 49.01950518841388], [1.964269055557067, 49.025570805851785], [1.957009223639887, 49.02180591607359], [1.954812338535557, 49.024757261340504], [1.960958286626472, 49.034777671665495], [1.983882059839273, 49.03470674198621]]]}";95388;14.0;14.0;93.0;143.0;42.0;60.0;38.0;38.138976;38.14;48.635132
49.0014339857, 2.28883893912;"{""type"": ""Polygon"", ""coordinates"": [[[2.290055866447974, 48.99686876584429], [2.280952261203693, 48.9982315923661], [2.283079141406623, 49.00301675225839], [2.291523169679393, 49.00638368440773], [2.297212001288886, 49.003427173307806], [2.290055866447974, 48.99686876584429]]]}";95369;14.0;4.0;26.0;37.0;24.0;54.0;48.21;48.604837;49.0;49.040866
48.9804968608, 3.0153082084;"{""type"": ""Polygon"", ""coordinates"": [[[3.02645705454387, 48.97425188843161], [3.005944232806942, 48.97773707413144], [2.999104899473299, 48.97199427914933], [3.001491308178723, 48.96352691643045], [2.998566500404305, 48.959281130007916], [2.997091197780849, 48.95925367794249], [2.994246774704592, 48.965151544870274], [2.983462058207185, 48.97814504580551], [2.979148489776384, 48.980534506777424], [2.988793272068714, 48.98357362526191], [3.000016830009288, 48.98298757568563], [3.036065941307462, 48.994976760158806], [3.040522697520695, 48.995075361581854], [3.044925545819119, 48.98086600466572], [3.03499814396577, 48.97446090785064], [3.02645705454387, 48.97425188843161]]]}";77008;6.0;2.0;4.0;7.0;8.0;14.0;6.18;10.817176;10.91;11.0
48.9817694156, 2.05027720484;"{""type"": ""Polygon"", ""coordinates"": [[[2.071801827441078, 48.99342413625881], [2.074307464750277, 48.98477882721175], [2.054402257799737, 48.96993822186997], [2.049137635168658, 48.95915169097649], [2.046749126887583, 48.96358811416649], [2.035193428005589, 48.96155281444456], [2.03352892406293, 48.96574806598109], [2.03876854874656, 48.966607168842785], [2.042356944743517, 48.977817364556806], [2.042448002400508, 48.97997776342422], [2.046934457384452, 48.98329187152283], [2.034141581524941, 48.9839781660637], [2.024941167026068, 48.99563515001259], [2.044997396994099, 48.99669525083524], [2.046537635848773, 48.990395197718534], [2.062676556077045, 48.99278213157319], [2.066487233507523, 48.993159903693005], [2.071801827441078, 48.99342413625881]]]}";78015;27.0;78.0;184.0;271.0;170.0;222.0;227.51;296.897393;344.89;371.282134
48.9720070821, 2.83162091421;"{""type"": ""Polygon"", ""coordinates"": [[[2.86035131764016, 48.976543991563766], [2.857141322302174, 48.970074704464], [2.868802013487094, 48.96199933189286], [2.862827069356233, 48.95493150809338], [2.826190286328691, 48.94531881673757], [2.823371554573394, 48.962786161833165], [2.80283205897136, 48.96440049587941], [2.79602261955341, 48.990129837150285], [2.806563321521585, 48.993531336468685], [2.809718543507802, 48.991926591015115], [2.813057524584877, 48.989556593420026], [2.837474060820218, 48.99469525716062], [2.86035131764016, 48.976543991563766]]]}";77335;14.0;19.0;17.0;27.0;25.0;18.0;24.04;22.805303;21.9;21.0
48.9668348445, 1.87317327214;"{""type"": ""Polygon"", ""coordinates"": [[[1.889548384895583, 48.975707342296346], [1.885005987178516, 48.940473213772], [1.871413685946295, 48.941443872961095], [1.869803121769569, 48.947210764748526], [1.86360722771391, 48.95265298879919], [1.854665976068516, 48.987508220754876], [1.864593251707517, 48.98965397739225], [1.875337944900797, 48.99216188725205], [1.877430716758006, 48.98163060912531], [1.889548384895583, 48.975707342296346]]]}";78238;12.0;16.0;29.0;44.0;38.0;29.0;28.69;27.0;27.03;28.243242
48.9708603544, 1.61386778376;"{""type"": ""Polygon"", ""coordinates"": [[[1.644292464514291, 48.98216538948743], [1.628320175998559, 48.97738216581608], [1.637336080408749, 48.96777006377964], [1.631523313687624, 48.96062080750254], [1.638234435337413, 48.955392043240884], [1.630832106697194, 48.95161443142956], [1.620200142081487, 48.9436972805233], [1.605625318908866, 48.94882999982786], [1.615248331074607, 48.95655329277844], [1.60208832781928, 48.968223531592926], [1.606705612997586, 48.97654477812352], [1.587866038855185, 48.97835650601945], [1.578959845297838, 48.9755729154936], [1.576846713655164, 48.97885039896259], [1.565574376820652, 48.97802852077164], [1.566804780543165, 48.98325286100009], [1.586074732055382, 48.98838113577688], [1.603356090460643, 48.98039939505246], [1.61431534652695, 48.98684526841963], [1.623544149775382, 48.982685404773854], [1.627257033959473, 48.989615209000945], [1.645031292053076, 48.98502966537639], [1.644292464514291, 48.98216538948743]]]}";78484;11.0;7.0;11.0;8.0;15.0;8.0;6.97;6.646465;6.32;6.0
48.9764163176, 1.76846799854;"{""type"": ""Polygon"", ""coordinates"": [[[1.775261951338407, 48.98868379283433], [1.771126574406447, 48.98225141690288], [1.785995078769576, 48.978286137495324], [1.785605075343151, 48.96789736669454], [1.762231974584507, 48.966918987734324], [1.749987328137012, 48.97091265519131], [1.761871873484067, 48.98973240989173], [1.775261951338407, 48.98868379283433]]]}";78501;20.0;22.0;32.0;24.0;68.0;44.0;89.8;91.289967;104.58;116.787987
48.9748280025, 2.1776522628;"{""type"": ""Polygon"", ""coordinates"": [[[2.183605354739198, 48.97917704700428], [2.185564512315662, 48.96393691204383], [2.178326170078908, 48.959583599664974], [2.177943592443796, 48.963908591840585], [2.166671153136559, 48.98123943820247], [2.17418174884653, 48.986556095495246], [2.181826698622213, 48.98438146335335], [2.183605354739198, 48.97917704700428]]]}";95257;8.0;54.0;80.0;100.0;113.0;132.0;100.0;101.049319;101.89;118.935735
